"","title_kr","title_en","content","time","director","country","year"
"947","구럼비-바람이 분다","Gureombi –The Wind Is Blowing","제주 섬 강정에서 부는 거대한 바람을 구럼비의 아름다운 사계절의 변화와 함께 풀어낸다. 길고도 긴 싸움에 주민들 뿐 만 아니라 전국 각지에서 구럼비를 지키기 위한 사람들이 모여든다. 지키는 자와 파괴하는 자, 그 사이에 자연은 말없이 인간사 풍경을 지켜보고 있다. 조성봉 감독의 는 유구한 자연을 두고, 국가안보와 경제논리가 만나 벌이는 거대한 해프닝을 담아내고 있다. ...","100min","
				조성봉","Korea, South","2013"
"948","구원자","Salvo","찌는 듯한 무더위가 무겁게 내려앉은 팔레르모. 마피아 청부살인요원 살보는 조직의 라이벌을 가차없이 살해한다. 그 과정에서 앞을 보지 못하는 리타를 발견하고 그녀를 몰래 살려준다. 둘만이 공유하는 세상은 그들을 영원히 바꿔놓는다. 
는 프랑스 감독 장피에르 멜빌의 갱스터 영화에 대한 독특한 이탈리아식 오마주로 빛나는 작품이다. 기계처럼 움직이는 청부살인요원의 존재뿐 아니라 영화 전반...","103min","
				파비오 그라사도니아,안토니오 피아자","Italy/France","2013"
"949","구피와 바가의 세계","The World of Goopi and Bagha","새롭고 다채로운 색상과 신나는 음악이 어울어진 어린이 애니메이션. 새벽부터 온동네가 떠나가라 노래 부르기를 좋아하는 구피는 남들이 뭐라하건 신경쓰지 않는 당돌한 청년이다. 그는 마을사람들이 제발 그만 부르라고 부탁해도 아랑곳하지 않는다. 결국 마을사람들은 “너의 음악을 온세계로 퍼트려라. 단, 다시는 우리 마을에 오지는 말고”라며 그를 떠나보낸다. 여행을 떠난 구피는 곧 자신과 같은 똑같은 ...","78min","
				실파 라나데","India","2013"
"950","굿 나잇","Good Night","리와 그의 남편 윈스턴은 리의 29번째 생일을 맞아 그들의 친구들을 자신의 집으로 초대한다. 생일을 축하 해주러 온 친구들과 즐거운 시간을 보내던 리는 불치의 병으로 인해 얼마 살지 못한다는 충격적인 발표를 하게 된다. 하룻 밤 사이에 벌어지는 이야기를 통해 부부간의 사랑, 친구들과의 우정을 비극적이지만 따뜻하고 유머러스하게 표현한 은 장점이 아주 많은 작품이다. 그 중에서도 가장...","83min","
				션 H. A. 갤라거","United States","2013"
"951","그랜드 센트럴","Grand Central","카롤과 가리는 프랑스 원자력 발전소 노동자들이다. 둘은 험악하고 위험한 환경 속에서도 서로를 탐닉한다. 이 둘의 평화스러운 불륜은 난폭한 기질을 가진 카롤의 남편 토니와 가리의 무모함 때문에 위험에 빠진다. 이 영화는 동시대 주요 에너지원으로 부상한 원자력에 대한 비판적 성찰로, 영화사상 처음으로 발전소 내 위험한 환경 속에서 목숨을 내놓고 작업하는 이들의 실상을 그린 문제작이다. 원자력에너...","94min","
				","France/Austria","2013"
"952","그랜드 피아노","GRAND PIANO","동시대 최고의 피아노 연주가인 톰은 무대 공포증을 가지고 있다. 한 동안 사람들 앞에서 연주를 기피하던 그가 5년만에 다시 시카고에서 연주회를 갖게 된다. 유명 배우인 그의 아내까지 연주회에 참석해 남편을 격려 해주지만 밀려오는 무대 공포증을 떨쳐 낼 수 없다. 그러던 중 조용히 혼자 무대를 준비하기 위해 마음을 추스리던 톰에게 공연 중 작은 실수를 하거나 자기가 원하는대로 연주 하지 않으면...","90min","
				유헤니오 미라","Spain/United States","2013"
"953","그런 여자들","The Three Islands","편의점 아르바이트를 하며 여동생과 사는 여자. 술집에 나가는 친구가 어느 날 집에 찾아와 며칠 신세를 지겠다고 한다. 고등학교 다니는 여동생은 술집 여자인 언니 친구를 경멸한다. 여동생 등록금을 마련할 길이 없는 언니는 친구가 나가는 술집 매니저에게 제안을 받고 기겁을 한다. 내가 그런데 나갈 사람처럼 보이냐며 화를 낸다. (남동철)","16min","
				구윤희","Korea, South","2013"
"954","그렇게 아버지가 된다","Like Father, Like Son","고레에다 히로카즈 감독은 후쿠야마 마사하루가 연기하는 젊은 아버지를 통해 현대 일본 사회의 일상과 젊은 아버지의 고뇌를 들려준다. 건설회사에서 일하는 노노미야는 남부러울 것 없는 가장이다. 그런데 아들 케이타가 뒤바뀐 아이라는 것을 알게 되면서 충격에 빠진다. 핏줄인 류세를 기르는 가족과의 교류를 통해 아이를 바꿔 키울 계획을 세우지만 상황은 끔찍하기만 하다. 서양의 ‘체인질링’의 전설처럼 ...","121min","
				고레에다 히로카즈","Japan","2013"
"955","그리그리","Grigris","환호와 박수 속에 한 청년이 무대에 등장하고, 카메라는 장애가 있는 그의 춤추는 모습을 한동안 비춘다. 이어서 우리는 다리 한 쪽이 마비되었음에도 불구하고 댄서를 꿈꾸는 25살 그리그리의 일상을 따라가게 된다. 어느 날 우연히 만난 동네 매춘부와의 다정한 사랑, 아저씨가 중병에 걸리자 고민 끝에 지역 석유 암거래상 밑에서 일하게 되는 과정 등이 펼쳐진다.
올해 칸 경쟁부문에 소개된 차드의 ...","101min","
				마하마트 살레 하룬","France/Chad","2013"
"956","그림자도 없다","No Shadow","노래방 도우미로 일하는 조선족 여인은 한국말을 배우러 찾아간 학원에서 다른 사람을 피하려 한다. 학원에서 만난 또 다른 조선족 여자에게 식당에서 일한다고 거짓말을 하지만 어느 날 노래방에서 그녀 또한 도우미로 일하는 걸 목격한다. 조선족 여자를 둘러싼 출구 없는 환경을 담담히 그린 단편. (남동철)","32min","
				김종우","Korea, South","2013"
"957","그의 미소","Ongoing Smile","부산국제영화제 김동호 명예집행위원장은 집행위원장 자리에서 물러나면 영화를 만들고 싶다고 늘 이야기해왔다. 그리고 15년간의 집행위원장의 자리에서 물러난 후 첫 번째 단편 의 제작에 들어갔다. 는 그의 감독으로서의 초행길을 그의 오랜 친구로 지낸 모흐센 마흐말바프 감독이 기록으로 남겼다. ‘미스터 김’으로 불리는 김동호 명예집행위원장에겐 유명한 세가지가 있다. 무시무시한 주...","52min","
				모흐센 마흐말바프","Iran/Korea, South","2013"
"958","글로리아","Gloria","칠레의 산티아고. 고독과 싸우던 58세의 이혼녀 글로리아는 한 싱글 모임에 가입한다. 거듭 실망만 맛보던 중 무도회에서 한 남자를 만나게 되어 둘만의 행복한 시간을 갖는다. 기쁨에 차있던 그녀의 삶은 남자에게 가족이 있다는 사실을 알게 되면서 위기를 맞는다. 글로리아를 기다리는 것은 희망과 상처, 절망의 반복이다.
장년 여성의 위기를 담은 는 올해 칠레영화의 눈부신 성장을 대변하...","109min","
				세바스티안 렐리오","Chile/Spain","2013"
"959","기노시타 게이스케 이야기","Dawn of a Filmmaker: The Keisuke Kinoshita Story","전후 일본영화 황금기의 거장으로 알려진 기노시타 게이스케 감독의 탄생 백주년 기념작. 영화는 기노시타의 일대기를 장대하게 펼쳐놓는 대신 영화계를 떠나 있던 짧은 휴지기를 통해 기노시타의 예술관과 인간관을 응축해냈다. 전시 군국주의 프로파간다 영화 연출을 거부하고 고향으로 돌아온 기노시타는 병환 중의 어머니를 리어카에 싣고 60km의 피난길에 오른다. 어머니에 대한 절절한 사모곡으로 요약되는 ...","96min","
				하라 케이이치","Japan","2013"
"960","나기마","Nagima","카자흐스탄 영화계에서 아웃사이더인 독립영화 감독 잔나 이사바예바의 세 번째 장편으로, 세상에 홀로 내버려진 소녀들의 절망적인 삶을 섬뜩할 정도로 사실적으로 그린 작품이다. 성년이 되어 고아원에서 나온 소녀 나기마는 고아원 친구 안야와 함께 살고 있다. 하지만, 그들 앞에 놓인 현실은 냉혹하기 이를 데 없다. 늘 생활고에 시달리고, 의지할 곳도 없다. 나기마는 생모를 찾아갔지만 냉대를 당하고 ...","80min","
				잔나 이사바예바","Kazakhstan","2013"
"961","나는 아직 살아있다: 페루의 음악혼","I Still Being","페루의 아름다운 산하를 배경으로 펼쳐지는 이 음악 다큐멘터리는 자연과 영혼을 교류하며 살아가는 한 원주민 여자의 노래로 시작된 후 도시인들을 포함한 다양한 페루 음악인들의 여정을 따라간다. ‘물축제’에 참가하게 될 페루 고의 바이올린 연주자 2명의 삶을 병행하여 보여주는 전반부는 자연과 벗하며 살아 온 사람들의 겸손하면서도 성적인 일상을 통해 페루인들의 피에 흐르는 음악혼을 느끼게 해준다. ...","120min","
				하비에르 코르쿠에라","Spain/Peru","2013"
"962","나는 총알이다","I Am a Bullet","총알의 운명을 컴퓨터그래픽으로 그린 애니메이션. 신참 총알 탕은 발사되는 순간을 기다리다 후임으로 온 총알 평화를 만나 사랑에 빠진다. 그러나 미처 사랑한다 고백하기 전에 총알은 발사되고 둘은 헤어진다. 탕은 다시 평화를 만날 수 있을까? 두 총알의 러브스토리를 총알의 운명과 엮어낸 기발한 상상력의 애니메이션. (남동철)","14min","
				홍대영","Korea, South","2013"
"963","나는 파리다","Fly","인도의 스필버그를 꿈꾸는 S.S 라자몰리의 기발한 상상력이 돋보이는 로맨틱 판타지 영화. 사랑과 복수의 이야기를 시종일관 유머러스하게 풀어나간다. 젊은 청년 나니는 이웃집에 사는 빈두와 사랑에 빠지고 점차 가까워지지만 이들의 사이를 시기한 사업가 수딥이 나니를 죽이고, 빈두를 자신의 여자로 만들려고 한다. 하지만, 파리로 환생한 나니는 빈두를 보호하고 수딥에게 복수를 한다. 기본적으로 CG에...","107min","
				SS 라자몰리","India","2013"
"964","나와 엄마 이야기","Me, Myself and Mum","어려서부터 엄마한테 휘둘리며 자라온 기욤은 두 형과는 달리 여성적 성향이 다분하다. 여자처럼 꾸미고 엄마 흉내를 내는 것이 주특기인 그를 보며 아버지는 못마땅해 한다. 그는 영국에 있는 기숙사에 보내지고, 그곳에서 온갖 위험(?)에 노출된다. 이 영화는 프랑스에서는 이미 연극배우이자 스탠드업 코미디로 잘 알려진 기욤 갈리엔의 감독 데뷔작으로 그의 스탠드업 코미디를 영화화한 것이다. 감독이 직...","85min","
				기욤 갈리엔","France/Belgium","2013"
"965","나의 달콤한 페퍼 랜드","My Sweet Pepper Land","사담 후세인이 몰락한 후 쿠드르족의 전쟁 영웅이자 경찰인 바란과 초등학교 여교사 고벤드는 터키 국경의 무법지대로 파견된다. 부패한 부족장이 지배하는 그곳에서 바란과 고벤드는 새로운 질서를 정착시키기 위해 고군분투하나 이방인 취급을 받을 뿐이다.
쿠르드 출신의 세계적인 감독 이네 살림의 아홉 번째 장편 는 한 남자의 교수형으로 시작 된다. 이 장면에서 남자는 사랑하는...","95min","
				이네 살림","France/Germany/Kurd","2013"
"966","나의 애견 킬러","My Dog Killer","마렉은 슬로바키아와 모라비아의 경계지대에서 신나치주의자들과 어울려 지내는 10대 소년이다. 늘 겉도는 그에게 진정한 친구는 오직 자신이 기르는 개밖에 없다. 어머니가 집을 나간 후 부모간의 메신저 역할을 하던 그는 감당하기 힘든 비밀을 알게 된 후 돌이킬 수 없는 폭력을 행사하게 된다. 
이 영화는 동유럽을 침식하고 있는 신나치주의에 대한 절박한 경고장이다. 집시들에 대한 박해라는 해묵은 ...","90min","
				미라 포르나이","Slovak Republic/Czech Republic","2013"
"967","나이팅 게일","The Nightingale","할아버지는 고향을 떠나 베이징에서 살고 있다. 그는 유일한 친구인 새를 18년 동안 키워오면서 정성껏 보살핀다. 아들 내외는 부와 명성을 얻었지만 부부간의 관계도 소원하고 서로 대화가 없다. 그들의 외동딸이자 주인공의 손녀가 부모의 일 때문에 할아버지와 원하지 않는 여행을 가게 된다. 도시의 화려한 스카이라인 아래서 아이 패드와 게임기, 핸드폰이 없으면 시간을 보낼 수 없는 소녀가 할아버지의...","100min","
				필립 뮬","China/France","2013"
